"line_number","content","is_numbered","has_section","has_aantal","has_edge_processing","has_controle","has_magazijn","has_te_bestellen"
254,"                                                                                                     Fineer eik Fineer eik Fineer eik Fineer eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,"  9           Paslat_Dik               MDF 23mm AFQMxB                 2770          220      23     1mm        1mm        1mm        1mm",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
256,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,"                                                                                                     Fineer eik Fineer eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258," 10              OC                      MDF 31mm BxB                  996           400      31     1mm        1mm",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
259,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261," 11              RG                       MDF 5mm BxB                  2512        851.333    5",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263," 12              RG                       MDF 5mm BxB                  402          1040      5",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265," 13              RG                       MDF 5mm BxB                  2512        875.667    5",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267," 14              RG                       MDF 5mm BxB                  2512        753.333    5",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,"                                                                                                                                                                  Aantal onderdelen: 14",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
271,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,"0411_MO07199_Hoekdressing - opklapbed (4-7)                                                                                                                                 Page 4 of 21",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,"                                                                                                                                              MO07199",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,"                                                              Klant:      Rudi Matterne",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,"                                                     S8       Tekenaar: JW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,"                                                              Sales nr:   S04479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,"                                                    Schuren   Project:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,"                                                                          0411_MO07199_Hoekdressing - opklapbed (4-7)                                Massief",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
285,"                                                                                                     Opus:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,"                                                                                             Macro deursensors",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288," N°          Onderdeel                        Materiaal            Lengte          Breedte     Dikte                       Opmerkingen",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
289,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,"  1            Plint_A                Massief_PM018x18PD           739.333           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
291,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
292,"  2            Plint_A                Massief_PM018x18PD           837.333           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
293,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,"  3            Plint_A                Massief_PM018x18PD           861.667           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
295,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,"  4            Plint_A                Massief_PM018x18PD               996           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
297,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,"  5          Plint_kort_A             Massief_PM018x18PD           423.667           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
299,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300,"  6          Plint_kort_V             Massief_PM018x18PD           427.667           18         18                      Rechts 4mm overmaat",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
301,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,"  7            Plint_V                Massief_PM018x18PD           739.333           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
303,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,"  8            Plint_V                Massief_PM018x18PD           837.333           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
305,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,"  9            Plint_V                Massief_PM018x18PD           860.667           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
307,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308," 10            Plint_V                Massief_PM018x18PD               996           18         18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
309,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,"                                                                                                                                                Aantal onderdelen: 10",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
311,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
315,"0411_MO07199_Hoekdressing - opklapbed (4-7)                                                                                                               Page 5 of 21",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
316,"                                                                                                                                                       Controle",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
317,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
318,"                                                                                                                                         MO07199",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
319,"                                              Klant:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,"                                              Rudi Matterne",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,"                                              Tekenaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,"                     S8                       JW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
325,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,"                                                                                                                                                        S04479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
327,"                                              Project:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
329,"                                              0411_MO07199_Hoekdressing - opklapbed (4-7)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
330,"                Schuren",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331,"Totaal aantal onderdelen:                                                                                                        Opus:",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
332,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,"                                                                                                                     Macro deursensors",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
334,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,"BK_01",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,"Br:1068, D: 507, H: 430",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,"                                              MONTEREN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
341," N°             Onderdeel                Materiaal          Lengte   Breedte   Dikte   Pro.methode    L1     L2    B1      B2             commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343," 1Opklapscharnieren duo lift FORTE     Dummy 10mm            200       90       10     Te bestellen                                           1 set",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
344,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
345,"                                                                                       Reichenbach Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346," 2                  BC                 HSP 19mm BxB         1030      507       19          er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,"                                                                                                   eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,"                                                                                                   1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,"                                                                                       Reichenbach Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351," 3                  LZ                 HSP 19mm BxB          430      507       19          er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352,"                                                                                                   eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,"                                                                                                   1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,"                                                                                       Reichenbach Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356," 4                  OC                 HSP 19mm BxB         1030      507       19          er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,"                                                                                                   eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,"                                                                                                   1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,"                                                                                       Reichenbach Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361," 5                  RZ                 HSP 19mm BxB          430      507       19          er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,"                                                                                                   eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,"                                                                                                   1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
364,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365,"                                                                                       Reichenbach Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366," 6               Klapdeur            MDF 19mm AFQMxB         426      1055      19          er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,"                                                                                                   eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,"                                                                                                   1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
369,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,"                                                                                       Reichenbach",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371," 7                  RG                 MDF 5mm BxB           402      1040      5           er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
373,"                                                                                                                                                       Aantal onderdelen: 7",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
374,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
376,"IND_01",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
377,"Br:861,667, D: 568, H: 1021,92",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
378,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
379," N°             Onderdeel                Materiaal          Lengte   Breedte   Dikte   Pro.methode    L1     L2    B1      B2             commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
381,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
382,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
383,"0411_MO07199_Hoekdressing - opklapbed (4-7)                                                                                                                     Page 6 of 21",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
384," 1         Hangbaar_ZWART              Metaal 15mm          852.667      30       15     Te bestellen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
385,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
386,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
387,"                                                                                                                                         Aantal onderdelen: 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
388,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
389,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
390,"IND_02",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
391,"Br:861,667, D: 568, H: 1021,92",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
392,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393," N°             Onderdeel                Materiaal           Lengte    Breedte   Dikte   Pro.methode    L1   L2   B1   B2   commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
394,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395," 1         Hangbaar_ZWART              Metaal 15mm          852.667      30       15     Te bestellen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
396,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
398,"                                                                                                                                         Aantal onderdelen: 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
399,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
400,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401,"IND_03",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
402,"Br:739,333, D: 568, H: 1021,92",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
403,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
404," N°             Onderdeel                Materiaal           Lengte    Breedte   Dikte   Pro.methode    L1   L2   B1   B2   commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
406," 1         Hangbaar_ZWART              Metaal 15mm          730.333      30       15     Te bestellen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
407,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
409,"                                                                                                                                         Aantal onderdelen: 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
410,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
411,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
412,"IND_04",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
413,"Br:708,333, D: 568, H: 1021,92",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
415," N°             Onderdeel                Materiaal           Lengte    Breedte   Dikte   Pro.methode    L1   L2   B1   B2   commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
416,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
417," 1         Hangbaar_ZWART              Metaal 15mm          699.333      30       15     Te bestellen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
418,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
419,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
420,"                                                                                                                                         Aantal onderdelen: 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
421,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
423,"Lade_01",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
424,"Br:739,333, D: 568, H: 1021,92",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
425,"                                              Aanvulling_MDF",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
426,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427," N°             Onderdeel                Materiaal           Lengte    Breedte   Dikte   Pro.methode    L1   L2   B1   B2   commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
428,"                                                                                          Standaard Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
429," 1               AANV_R               MDF 31mm BxB          1019.917    493       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
430,"                                                                                                    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
431,"                                                                                                    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
432,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
433,"                                                                                                                                         Aantal onderdelen: 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
434,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
435,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
436,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
437,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438,"0411_MO07199_Hoekdressing - opklapbed (4-7)                                                                                                       Page 7 of 21",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
439,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
440,"MW_01",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
441,"Br:860,333, D: 510, H: 2576",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
442,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
443," N°             Onderdeel                Materiaal          Lengte    Breedte    Dikte   Pro.methode     L1       L2       B1       B2     commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
444,"                                                                                          Standaard Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
445," 1                LZ_01                HSP 23mm BxB          2571       510       23         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
446,"                                                                                                    eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
447,"                                                                                                    1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
448,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
449,"                                                                                          Gannomat",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
450," 2               Plint_A            Massief_PM018x18PD      837.333     18        18       Massief",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
451,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
452,"                                                                                          Gannomat",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
453," 3               Plint_V            Massief_PM018x18PD      837.333     18        18       Massief",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
454,"                                                                                                       Fineer   Fineer   Fineer   Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
455," 4               DR_L01             MDF 19mm AFQMxB          2596     431.667     19      Standaard eik         eik      eik      eik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
456,"                                                                                                       1mm      1mm      1mm      1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
457,"                                                                                                       Fineer   Fineer   Fineer   Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
458," 5               DR_R02             MDF 19mm AFQMxB          2596     431.667     19      Standaard eik         eik      eik      eik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
459,"                                                                                                       1mm      1mm      1mm      1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
460,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
461,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
462," 6                  BC                MDF 31mm BxB          837.333     509       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
463,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
464,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
465,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
466,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
467," 7                  OC                MDF 31mm BxB          837.333     489       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
468,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
469,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
470,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
471,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
472," 8                 VL01               MDF 31mm BxB          837.333     476       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
473,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
474,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
475,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
476,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
477," 9                 VL02               MDF 31mm BxB          837.333     476       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
478,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
479,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
480,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
481,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
482," 10                VL03               MDF 31mm BxB          837.333     476       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
483,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
484,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
485,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
486,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
487," 11                VL04               MDF 31mm BxB          837.333     476       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
488,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
489,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
490,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
491,"                                                                                          Standaard Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
492," 12                VL05               MDF 31mm BxB          837.333     476       31         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
493,"                                                                                                    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
494,"                                                                                                    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
495,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
496,"                                                                                         Reichenbach",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
497," 13                 RG                 MDF 5mm BxB           2512     851.333     5           er",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
498,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
499,"                                                                                                                                                        Aantal onderdelen: 13",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
500,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
501,"                                              Commentaar:",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
502,"MW_02",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
503,"Br:904,667, D: 1046,67, H: 2576",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
504,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
505," N°             Onderdeel                Materiaal          Lengte    Breedte    Dikte   Pro.methode     L1       L2       B1       B2     commentaar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
506,"                                                                                          Standaard Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
507," 1                  AZ                 HSP 23mm BxB          2571     1023.667    23         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
508,"                                                                                                    eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
509,"                                                                                                    1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
510,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
511,"                                                                                          Standaard Fineer Fineer Fineer Fineer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
512," 2                LZ_02                HSP 23mm BxB          2571       510       23         Dik",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
513,"                                                                                                    eik    eik    eik    eik",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
514,"                                                                                                    1mm    1mm    1mm    1mm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
